Bridge Site,Bridge Survey: Created Date,Bridge Survey: Bridge Survey Name,Origin,Origin - Other,Origin - Admin Code,Destination,Destination - Other,Destination - Admin Code,Home Village,Home Village - Other,Home Village - Admin Code,Crossing Method,Purpose of Travel,Purpose of Travel - Other,Purpose of Travel - Categorized,Travel time,Gender,Approximate Age,Number of seniors traveling,Number of adults,Number of young adults traveling,Number of school aged children,Number of young children,Mode of Transportation,Cargo,Cargo - Other,Notes,Person previously surveyed today,River Conditions,River Photo URL,Weather Conditions,Bridge Survey: ID,home_centroid,destination_centroid,Bridge Name,bridge_coordinates,home_to_bridge_distance,bridge_to_destination_distance,total_distance
Rugeshi,23/10/2021,Bridge Survey - 00005038,,,,Rugeshi,,35010303,Ruganda,,35050105,B2P bridge,Buying goods,,Livelihood,15.0,Male,School-aged child,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001Zn55,POINT (452219.216165194 4792540.030381046),POINT (448262.69251570606 4782838.202858562),Rugeshi,POINT (448867.4187118619 4783246.212600099),9879.75683474123,729.4968961595421,10609.253730900773
Rugeshi,23/10/2021,Bridge Survey - 00005039,,,,Rugeshi,,35010303,Ruganda,,35050105,B2P bridge,Buying goods,,Livelihood,10.0,Male,Adult,,4.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001Zn5A,POINT (452219.216165194 4792540.030381046),POINT (448262.69251570606 4782838.202858562),Rugeshi,POINT (448867.4187118619 4783246.212600099),9879.75683474123,729.4968961595421,10609.253730900773
Rugeshi,23/10/2021,Bridge Survey - 00004982,,,,Rugeshi,,35010303,Ruganda,,35050105,B2P bridge,Buying goods,,Livelihood,20.0,Male,Young child,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001Zn0t,POINT (452219.216165194 4792540.030381046),POINT (448262.69251570606 4782838.202858562),Rugeshi,POINT (448867.4187118619 4783246.212600099),9879.75683474123,729.4968961595421,10609.253730900773
Rugeshi,23/10/2021,Bridge Survey - 00004981,,,,Rugeshi,,35010303,Ruganda,,35050105,B2P bridge,School,,Education,35.0,Male,School-aged child,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001Zn0o,POINT (452219.216165194 4792540.030381046),POINT (448262.69251570606 4782838.202858562),Rugeshi,POINT (448867.4187118619 4783246.212600099),9879.75683474123,729.4968961595421,10609.253730900773
Rugeshi,24/05/2022,Bridge Survey - 00008018,,,,Birembo Cell,,350601,Other,Gashubi,350103,B2P bridge,Buying goods,,Livelihood,120.0,Male,Adult,2.0,,1.0,1.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqyu,POINT (449366.0932350456 4782741.737907862),POINT (449493.15277652664 4796938.346447133),Rugeshi,POINT (448867.4187118619 4783246.212600099),709.3454695560985,13706.424493820066,14415.769963376164
Rugeshi,24/05/2022,Bridge Survey - 00008029,,,,Birembo Cell,,350601,Other,Gashubi market,350103,B2P bridge,Selling goods; Buying goods,,Livelihood,180.0,Male,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001yqzn,POINT (449366.0932350456 4782741.737907862),POINT (449493.15277652664 4796938.346447133),Rugeshi,POINT (448867.4187118619 4783246.212600099),709.3454695560985,13706.424493820066,14415.769963376164
Rugeshi,24/05/2022,Bridge Survey - 00008032,,,,Birembo Cell,,350601,Other,Gashubi market,350103,B2P bridge,Buying goods,,Livelihood,180.0,Male,Senior,1.0,,,,,Foot,Animals - Other,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yr02,POINT (449366.0932350456 4782741.737907862),POINT (449493.15277652664 4796938.346447133),Rugeshi,POINT (448867.4187118619 4783246.212600099),709.3454695560985,13706.424493820066,14415.769963376164
Rugeshi,24/05/2022,Bridge Survey - 00008042,,,,Birembo Cell,,350601,Other,Gashubi market,350103,B2P bridge,Buying goods,,Livelihood,180.0,Male,Adult,2.0,3.0,,,,Foot,Produce; Animals - Goats,,They are all crossing with goats and cargos of produce,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yr0q,POINT (449366.0932350456 4782741.737907862),POINT (449493.15277652664 4796938.346447133),Rugeshi,POINT (448867.4187118619 4783246.212600099),709.3454695560985,13706.424493820066,14415.769963376164
Rugeshi,24/05/2022,Bridge Survey - 00008037,,,,Birembo Cell,,350601,Other,Gashubi market,350103,B2P bridge,Buying goods,,Livelihood,150.0,Male,Senior,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001yr0R,POINT (449366.0932350456 4782741.737907862),POINT (449493.15277652664 4796938.346447133),Rugeshi,POINT (448867.4187118619 4783246.212600099),709.3454695560985,13706.424493820066,14415.769963376164
Rugeshi,24/05/2022,Bridge Survey - 00008044,,,,Birembo Cell,,350601,Other,Gashubi market,350103,B2P bridge,Buying goods,,Livelihood,180.0,Male,Adult,,1.0,,,,Foot,Produce,,They are all carryng corocasia,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yr10,POINT (449366.0932350456 4782741.737907862),POINT (449493.15277652664 4796938.346447133),Rugeshi,POINT (448867.4187118619 4783246.212600099),709.3454695560985,13706.424493820066,14415.769963376164
Rugeshi,24/05/2022,Bridge Survey - 00007982,,,,Gahombo,,35130302,Rugeshi,,35010303,B2P bridge,Farming,,Livelihood,30.0,Female,Adult,,,,,,Foot,"Agriculture inputs (manure, seed, pesticides, animal feed, etc.)",,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001yqw5,POINT (448262.69251570606 4782838.202858562),POINT (446996.4872337311 4785116.098342598),Rugeshi,POINT (448867.4187118619 4783246.212600099),729.4968961595421,2645.157327242295,3374.654223401837
Rugeshi,24/05/2022,Bridge Survey - 00007991,,,,Gashubi market,,350103,Kabayengo,,35130101,B2P bridge,Buying goods,,Livelihood,120.0,Male,Adult,,1.0,,1.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqwj,POINT (448241.73845770775 4791230.523338487),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),8008.788531830734,709.3454695560985,8718.134001386832
Rugeshi,24/05/2022,Bridge Survey - 00007987,,,,Gashubi market,,350103,Other,Bitaba,35130301,B2P bridge,Buying goods,,Livelihood,150.0,Male,Adult,,2.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001yqwU,POINT (447944.1543159086 4785410.255178147),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),2352.7637842418244,709.3454695560985,3062.109253797923
Rugeshi,24/05/2022,Bridge Survey - 00007984,,,,Gashubi market,,350103,Other,Birembo,350601,B2P bridge,Buying goods,,Livelihood,180.0,Male,Adult,,4.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000IxRUaQAN,Sunny; Cloudy; Temperature is cool,a3b3Z000001yqwF,POINT (449493.15277652664 4796938.346447133),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),13706.424493820066,709.3454695560985,14415.769963376164
Rugeshi,24/05/2022,Bridge Survey - 00007989,,,,Gashubi market,,350103,Other,Rutovu,351306,B2P bridge,Selling goods; Buying goods,,Livelihood,120.0,Male,Adult,,,,,,Foot,Other,Handcrafts,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001yqwe,POINT (449384.64544204343 4787040.30326703),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),3829.183657035549,709.3454695560985,4538.529126591648
Rugeshi,24/05/2022,Bridge Survey - 00007993,,,,Gashubi market,,350103,Other,Kanyana,351303,B2P bridge,Selling goods; Buying goods,,Livelihood,120.0,Female,Adult,,3.0,,,,Foot,"Agriculture inputs (manure, seed, pesticides, animal feed, etc.)",,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001yqwt,POINT (447098.5780403489 4785915.535178156),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),3202.199298438793,709.3454695560985,3911.5447679948916
Rugeshi,24/05/2022,Bridge Survey - 00007992,,,,Gashubi market,,350103,Other,Kanyana cell,351303,B2P bridge,Buying goods,,Livelihood,120.0,Female,Adult,,1.0,2.0,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqwo,POINT (447098.5780403489 4785915.535178156),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),3202.199298438793,709.3454695560985,3911.5447679948916
Rugeshi,24/05/2022,Bridge Survey - 00007995,,,,Gashubi market,,350103,Other,Mukanyana,351303,B2P bridge,Buying goods,,Livelihood,180.0,Female,Adult,,1.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001yqx3,POINT (447098.5780403489 4785915.535178156),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),3202.199298438793,709.3454695560985,3911.5447679948916
Rugeshi,24/05/2022,Bridge Survey - 00007994,,,,Gashubi market,,350103,Other,Birembo,350601,B2P bridge,Wage labor,,Livelihood,90.0,Male,Adult,,1.0,,,,Moto,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001yqwy,POINT (449493.15277652664 4796938.346447133),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),13706.424493820066,709.3454695560985,14415.769963376164
Rugeshi,24/05/2022,Bridge Survey - 00008003,,,,Gashubi market,,350103,Other,Kagano,351302,B2P bridge,Buying goods,,Livelihood,180.0,Male,Adult,,1.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqxh,POINT (445785.42379209626 4789197.162823612),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),6701.6789872531135,709.3454695560985,7411.024456809212
Rugeshi,24/05/2022,Bridge Survey - 00008027,,,,Gashubi market,,350103,Other,Mubano,35130302,B2P bridge,Buying goods,,Livelihood,60.0,Female,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqzd,POINT (446996.4872337311 4785116.098342598),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),2645.157327242295,709.3454695560985,3354.502796798394
Rugeshi,24/05/2022,Bridge Survey - 00008000,,,,Gashubi market,,350103,Other,Mukanyana,351303,B2P bridge,Buying goods,,Livelihood,180.0,Male,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqxS,POINT (447098.5780403489 4785915.535178156),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),3202.199298438793,709.3454695560985,3911.5447679948916
Rugeshi,24/05/2022,Bridge Survey - 00007961,,,,Gashubi market,,350103,Other,Birembo,350601,B2P bridge,Wage labor,,Livelihood,60.0,Male,Adult,,,,,,Moto,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqtr,POINT (449493.15277652664 4796938.346447133),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),13706.424493820066,709.3454695560985,14415.769963376164
Rugeshi,24/05/2022,Bridge Survey - 00007997,,,,Gashubi market,,350103,Ruganda,,35050105,B2P bridge,Buying goods,,Livelihood,60.0,Female,Adult,,1.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqxD,POINT (452219.216165194 4792540.030381046),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),9879.75683474123,709.3454695560985,10589.102304297328
Rugeshi,24/05/2022,Bridge Survey - 00007983,,,,Gashubi market,,350103,Ruganda,,35050105,B2P bridge,Buying goods,,Livelihood,90.0,Male,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001yqwA,POINT (452219.216165194 4792540.030381046),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),9879.75683474123,709.3454695560985,10589.102304297328
Rugeshi,24/05/2022,Bridge Survey - 00007985,,,,Gashubi market,,350103,Ruganda,,35050105,B2P bridge,Selling goods,,Livelihood,90.0,Female,Adult,,,,,,Foot,Clothing,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001yqwK,POINT (452219.216165194 4792540.030381046),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),9879.75683474123,709.3454695560985,10589.102304297328
Rugeshi,24/05/2022,Bridge Survey - 00007988,,,,Gashubi market,,350103,Ruganda,,35050105,B2P bridge,Buying goods,,Livelihood,60.0,Male,Adult,,1.0,1.0,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001yqwZ,POINT (452219.216165194 4792540.030381046),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),9879.75683474123,709.3454695560985,10589.102304297328
Rugeshi,24/05/2022,Bridge Survey - 00008010,,,,Gashubi market,,350103,Ruganda,,35050105,B2P bridge,Buying goods,,Livelihood,60.0,Male,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001yqyG,POINT (452219.216165194 4792540.030381046),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),9879.75683474123,709.3454695560985,10589.102304297328
Rugeshi,24/05/2022,Bridge Survey - 00007999,,,,Gashubi market,,350103,Ruganda,,35050105,B2P bridge,Buying goods,,Livelihood,60.0,Male,Adult,,3.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqxN,POINT (452219.216165194 4792540.030381046),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),9879.75683474123,709.3454695560985,10589.102304297328
Rugeshi,24/05/2022,Bridge Survey - 00007986,,,,Gashubi market,,350103,,Rutovu,351306,B2P bridge,Buying goods,,Livelihood,180.0,Male,Adult,,1.0,1.0,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001yqwP,POINT (449384.64544204343 4787040.30326703),POINT (449366.0932350456 4782741.737907862),Rugeshi,POINT (448867.4187118619 4783246.212600099),3829.183657035549,709.3454695560985,4538.529126591648
Rugeshi,24/05/2022,Bridge Survey - 00008024,,,,Gisozi,,35030104,Gahombo,,35130302,B2P bridge,Farming,,Livelihood,40.0,Female,Senior,1.0,,,,,Foot,Produce,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqzO,POINT (446996.4872337311 4785116.098342598),POINT (456922.8974851381 4798968.048917125),Rugeshi,POINT (448867.4187118619 4783246.212600099),2645.157327242295,17665.414669519167,20310.57199676146
Rugeshi,24/05/2022,Bridge Survey - 00008005,,,,Gisozi,,35030104,Other,Rutovu,351306,B2P bridge,Wage labor,,Livelihood,40.0,Male,Adult,,1.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqxr,POINT (449384.64544204343 4787040.30326703),POINT (456922.8974851381 4798968.048917125),Rugeshi,POINT (448867.4187118619 4783246.212600099),3829.183657035549,17665.414669519167,21494.598326554715
Rugeshi,24/05/2022,Bridge Survey - 00007957,,,,Gisozi,,35030104,Other,GS Ruganda,35080506,B2P bridge,School,,Education,30.0,Male,School-aged child,,,,1.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001yquE,POINT (447275.58390979946 4797531.69496783),POINT (456922.8974851381 4798968.048917125),Rugeshi,POINT (448867.4187118619 4783246.212600099),14373.898027876845,17665.414669519167,32039.31269739601
Rugeshi,24/05/2022,Bridge Survey - 00007965,,,,Gisozi,,35030104,Other,Gasasa,35010301,B2P bridge,Farming,,Livelihood,60.0,Female,Senior,,1.0,,,,Foot,Produce,,They are all carrying sweet potatoes from their farm.,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqun,POINT (449839.9295290053 4783994.352262474),POINT (456922.8974851381 4798968.048917125),Rugeshi,POINT (448867.4187118619 4783246.212600099),1226.9842068580865,17665.414669519167,18892.398876377254
Rugeshi,24/05/2022,Bridge Survey - 00007996,,,,Gisozi,,35030104,Ruganda,,35080506,B2P bridge,Selling goods,,Livelihood,30.0,Female,Adult,,1.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less),,Cloudy; Temperature is cool,a3b3Z000001yqx8,POINT (447275.58390979946 4797531.69496783),POINT (456922.8974851381 4798968.048917125),Rugeshi,POINT (448867.4187118619 4783246.212600099),14373.898027876845,17665.414669519167,32039.31269739601
Rugeshi,24/05/2022,Bridge Survey - 00008006,,,,Gisozi,,35030104,Ruganda,,35080506,B2P bridge,Buying goods,,Livelihood,30.0,Male,Adult,,1.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001yqxw,POINT (447275.58390979946 4797531.69496783),POINT (456922.8974851381 4798968.048917125),Rugeshi,POINT (448867.4187118619 4783246.212600099),14373.898027876845,17665.414669519167,32039.31269739601
Rugeshi,24/05/2022,Bridge Survey - 00008012,,,,Gisozi,,35030104,Ruganda,,35080506,B2P bridge,Buying goods,,Livelihood,15.0,Male,Young adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001yqyQ,POINT (447275.58390979946 4797531.69496783),POINT (456922.8974851381 4798968.048917125),Rugeshi,POINT (448867.4187118619 4783246.212600099),14373.898027876845,17665.414669519167,32039.31269739601
Rugeshi,24/05/2022,Bridge Survey - 00008020,,,,Gisozi,,35030104,Ruganda,,35080506,B2P bridge,Buying goods; Wage labor,,Livelihood,30.0,Male,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqz4,POINT (447275.58390979946 4797531.69496783),POINT (456922.8974851381 4798968.048917125),Rugeshi,POINT (448867.4187118619 4783246.212600099),14373.898027876845,17665.414669519167,32039.31269739601
Rugeshi,24/05/2022,Bridge Survey - 00007950,,,,Gisozi,,35030104,Ruganda,,35080506,B2P bridge,Farming,,Livelihood,30.0,Female,Adult,,1.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqtk,POINT (447275.58390979946 4797531.69496783),POINT (456922.8974851381 4798968.048917125),Rugeshi,POINT (448867.4187118619 4783246.212600099),14373.898027876845,17665.414669519167,32039.31269739601
Rugeshi,24/05/2022,Bridge Survey - 00007943,,,,Gisozi,,35030104,Ruganda,,35080506,B2P bridge,Buying goods,,Livelihood,30.0,Female,Adult,,,,1.0,,Foot,Produce,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqtB,POINT (447275.58390979946 4797531.69496783),POINT (456922.8974851381 4798968.048917125),Rugeshi,POINT (448867.4187118619 4783246.212600099),14373.898027876845,17665.414669519167,32039.31269739601
Rugeshi,24/05/2022,Bridge Survey - 00007948,,,,Gisozi,,35030104,Ruganda,,35080506,B2P bridge,Visiting friends or family,,Visiting family or friends,60.0,Female,Adult,,,,1.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqta,POINT (447275.58390979946 4797531.69496783),POINT (456922.8974851381 4798968.048917125),Rugeshi,POINT (448867.4187118619 4783246.212600099),14373.898027876845,17665.414669519167,32039.31269739601
Rugeshi,24/05/2022,Bridge Survey - 00008019,,,,GS Ruganda,,35050105,Gisozi,,35030104,B2P bridge,School,,Education,30.0,Male,School-aged child,,,,1.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqyz,POINT (456922.8974851381 4798968.048917125),POINT (452219.216165194 4792540.030381046),Rugeshi,POINT (448867.4187118619 4783246.212600099),17665.414669519167,9879.75683474123,27545.171504260397
Rugeshi,24/05/2022,Bridge Survey - 00008011,,,,GS Ruganda,,35050105,Rugeshi,,35010303,B2P bridge,School,,Education,20.0,Male,School-aged child,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001yqyL,POINT (448262.69251570606 4782838.202858562),POINT (452219.216165194 4792540.030381046),Rugeshi,POINT (448867.4187118619 4783246.212600099),729.4968961595421,9879.75683474123,10609.253730900773
Rugeshi,24/05/2022,Bridge Survey - 00008022,,,,Kanyana Cell,,351303,Other,Gashubi market,350103,B2P bridge,Buying goods,,Livelihood,150.0,Male,Adult,,4.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqzE,POINT (449366.0932350456 4782741.737907862),POINT (447098.5780403489 4785915.535178156),Rugeshi,POINT (448867.4187118619 4783246.212600099),709.3454695560985,3202.199298438793,3911.5447679948916
Rugeshi,24/05/2022,Bridge Survey - 00008015,,,,Kanyana Cell,,351303,Other,Gashubi market,350103,B2P bridge,Buying goods,,Livelihood,90.0,Male,Adult,,4.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqyf,POINT (449366.0932350456 4782741.737907862),POINT (447098.5780403489 4785915.535178156),Rugeshi,POINT (448867.4187118619 4783246.212600099),709.3454695560985,3202.199298438793,3911.5447679948916
Rugeshi,24/05/2022,Bridge Survey - 00008017,,,,Kanyana Cell,,351303,Other,Gashubi market,350103,B2P bridge,Buying goods,,Livelihood,180.0,Male,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqyp,POINT (449366.0932350456 4782741.737907862),POINT (447098.5780403489 4785915.535178156),Rugeshi,POINT (448867.4187118619 4783246.212600099),709.3454695560985,3202.199298438793,3911.5447679948916
Rugeshi,24/05/2022,Bridge Survey - 00008025,,,,Kanyana Cell,,351303,Other,Gashubi market,350103,B2P bridge,Buying goods,,Livelihood,180.0,Male,Adult,1.0,1.0,,,,Foot,Produce; Animals - Goats,,He is travelling with 3 goats and cargo of produce,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yqzT,POINT (449366.0932350456 4782741.737907862),POINT (447098.5780403489 4785915.535178156),Rugeshi,POINT (448867.4187118619 4783246.212600099),709.3454695560985,3202.199298438793,3911.5447679948916
Rugeshi,24/05/2022,Bridge Survey - 00008028,,,,Kanyana Cell,,351303,Other,Gashubi market,350103,B2P bridge,Buying goods,,Livelihood,180.0,Female,Adult,1.0,,,1.0,,Foot,Produce,,They are all carrying corocasia (amateke),,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001yqzi,POINT (449366.0932350456 4782741.737907862),POINT (447098.5780403489 4785915.535178156),Rugeshi,POINT (448867.4187118619 4783246.212600099),709.3454695560985,3202.199298438793,3911.5447679948916
Rugeshi,24/05/2022,Bridge Survey - 00008031,,,,Kanyana Cell,,351303,Other,Gashubi market,350103,B2P bridge,Selling goods; Buying goods,,Livelihood,90.0,Male,Adult,,1.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001yqzx,POINT (449366.0932350456 4782741.737907862),POINT (447098.5780403489 4785915.535178156),Rugeshi,POINT (448867.4187118619 4783246.212600099),709.3454695560985,3202.199298438793,3911.5447679948916
Rugeshi,24/05/2022,Bridge Survey - 00008043,,,,Kanyana Cell,,351303,Other,Gashubi market,350103,B2P bridge,Buying goods,,Livelihood,150.0,Male,Adult,,1.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001yr0v,POINT (449366.0932350456 4782741.737907862),POINT (447098.5780403489 4785915.535178156),Rugeshi,POINT (448867.4187118619 4783246.212600099),709.3454695560985,3202.199298438793,3911.5447679948916
Rugeshi,24/05/2022,Bridge Survey - 00008039,,,,Kanyana Cell,,351303,Other,Gashubi market,350103,B2P bridge,Buying goods,,Livelihood,180.0,Female,Adult,,1.0,,1.0,,Foot,Produce,,They are all carrying corocasia (amateke) from Gashubi market to Kanyana,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001yr0b,POINT (449366.0932350456 4782741.737907862),POINT (447098.5780403489 4785915.535178156),Rugeshi,POINT (448867.4187118619 4783246.212600099),709.3454695560985,3202.199298438793,3911.5447679948916
Rugeshi,24/05/2022,Bridge Survey - 00008045,,,,Kanyana Cell,,351303,Other,Gashubi,350103,B2P bridge,Buying goods,,Livelihood,150.0,Female,School-aged child,,,,1.0,,Foot,Produce; Dry goods (such as grain),,They are both carrying sorghum gains and corocasia,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001yr15,POINT (449366.0932350456 4782741.737907862),POINT (447098.5780403489 4785915.535178156),Rugeshi,POINT (448867.4187118619 4783246.212600099),709.3454695560985,3202.199298438793,3911.5447679948916
